subject	predicate	object	plausibility	neighborhood_sigma	local_sigma
great dane	chew	nails	0.0789	0.8166	0.0544
lump	has_property	only	0.0789	0.8841	0.006
louisiana	have	democratic governor	0.0789	0.8287	0.6332
tamarind	has_property	good for health	0.0789	0.9347	0.0048
circulatory system	has_property	mrs	0.0789	0.926	0.0013
glass ceiling	mix	tape	0.0789	0.7719	0.4425
arizona	have	km	0.0789	0.8971	0.0026
collie	have	good bbc	0.0789	0.9369	0.0024
red gum	has_property	met	0.0789	0.8105	0.0004
walt disney world	pay	ltd	0.0789	0.9125	0.0026
third world	pay	ltd	0.0789	0.9125	0.0026
frenchies	turn	yellow	0.0789	0.8893	0.0002
hawaiian	drink	heineken	0.0789	0.9016	1.0
martin luther king	have	db	0.0789	0.8733	0.0087
martin luther king	have	ax	0.0789	0.8924	0.0071
martin luther king	have	az	0.0789	0.8857	0.0047
martin luther king	have	bm	0.0789	0.7841	0.016
martin luther king	have	bp	0.0789	0.9011	0.0133
martin luther king	have	bbq	0.0789	0.8978	0.0211
martin luther king	have	bx	0.0789	0.8416	0.0106
martin luther king	have	cf	0.0789	0.9409	0.0064
martin luther king	have	cg	0.0789	0.8526	0.0057
martin luther king	have	cm	0.0789	0.8895	0.0045
martin luther king	have	ct	0.0789	0.8861	0.0056
martin luther king	have	cup	0.0789	0.8812	0.0771
martin luther king	have	cv	0.0789	0.9325	0.0062
martin luther king	have	cw	0.0789	0.9258	0.0052
martin luther king	have	oe	0.0789	0.8443	0.0279
martin luther king	have	nw	0.0789	0.8512	0.0116
martin luther king	have	nv	0.0789	0.892	0.008
martin luther king	have	nt	0.0789	0.8734	0.0112
martin luther king	have	rp	0.0789	0.8558	0.0153
martin luther king	have	rn	0.0789	0.8586	0.0128
martin luther king	have	bp	0.0789	0.9011	0.0133
martin luther king	have	ax	0.0789	0.8924	0.0071
martin luther king	have	az	0.0789	0.8857	0.0047
martin luther king	have	oe	0.0789	0.8443	0.0279
martin luther king	have	nw	0.0789	0.8512	0.0116
martin luther king	have	nv	0.0789	0.892	0.008
martin luther king	have	nt	0.0789	0.8734	0.0112
martin luther king	have	nj	0.0789	0.8787	0.0081
martin luther king	have	jv	0.0789	0.9188	0.0498
martin luther king	have	km	0.0789	0.8971	0.0026
martin luther king	have	hz	0.0789	0.8489	0.0069
martin luther king	have	hp	0.0789	0.9116	0.0064
martin luther king	have	hm	0.0789	0.8473	0.0074
martin luther king	have	gp	0.0789	0.8981	0.0158
martin luther king	have	gk	0.0789	0.9589	0.0124
martin luther king	have	gb	0.0789	0.9198	0.0073
martin luther king	have	ft	0.0789	0.8769	0.0086
martin luther king	have	ff	0.0789	0.8951	0.0105
martin luther king	have	nw	0.0789	0.8512	0.0116
martin luther king	have	nv	0.0789	0.892	0.008
martin luther king	have	nt	0.0789	0.8734	0.0112
martin luther king	have	nj	0.0789	0.8787	0.0081
martin luther king	have	jv	0.0789	0.9188	0.0498
martin luther king	have	km	0.0789	0.8971	0.0026
martin luther king	have	hz	0.0789	0.8489	0.0069
martin luther king	have	hp	0.0789	0.9116	0.0064
martin luther king	have	hm	0.0789	0.8473	0.0074
martin luther king	have	gp	0.0789	0.8981	0.0158
martin luther king	have	gk	0.0789	0.9589	0.0124
martin luther king	have	gb	0.0789	0.9198	0.0073
martin luther king	have	ft	0.0789	0.8769	0.0086
martin luther king	have	fd	0.0789	0.8306	0.0093
martin luther king	have	url	0.0789	0.9212	0.0113
martin luther king	have	rf	0.0789	0.9616	0.0131
martin luther king	have	rc	0.0789	0.8797	0.0097
martin luther king	have	rb	0.0789	0.95	0.0123
martin luther king	have	px	0.0789	0.8246	0.0063
martin luther king	have	pw	0.0789	0.8952	0.0073
martin luther king	have	bm	0.0789	0.7841	0.016
martin luther king	have	az	0.0789	0.8857	0.0047
martin luther king	have	ax	0.0789	0.8924	0.0071
hamlet	have	lt	0.0789	0.9092	0.0112
hamlet	have	gt	0.0789	0.8857	0.0109
hamlet	have	bk	0.0789	0.8416	0.0101
pulse rate	gain	weight	0.0789	0.9232	0.0014
jackie robinson	have	gas	0.0789	0.8961	0.0046
camp	has_property	issued	0.0789	0.8912	0.0019
raster	has_property	effect	0.0789	0.9458	0.0019
manatee	die from	red tide	0.0789	0.8048	0.2195
food coloring	has_property	twice day	0.0789	0.9027	0.009
cockatiel	has_property	mel	0.0789	0.8859	0.0007
microwave	can	but	0.0789	0.8924	0.5746
event	appear twice on	iphone	0.0789	0.928	0.1131
rodentia	lay	eggs	0.0789	0.9494	0.0004
taste bud	help	eat better	0.0789	0.791	1.0
stained glass window	have	5e	0.0789	0.8488	0.01
degenerative joint disease	turn	yellow	0.0789	0.8893	0.0002
company	eliminate	positions	0.0789	0.6992	1.0
chromium	have	ob	0.0789	0.8587	0.0532
lymph node	prevent infections	spreading	0.0789	0.8486	1.0
textbook	has_property	squared	0.0789	0.8551	0.0003
textbook	has_property	sydney	0.0789	0.9559	0.0017
textbook	has_property	sic	0.0789	0.8751	0.0008
textbook	has_property	sf	0.0789	0.9641	0.0014
textbook	has_property	ivan	0.0789	0.8397	0.003
textbook	has_property	iud	0.0789	1.0	0.0002
textbook	has_property	chaired	0.0789	0.6952	0.1167
textbook	has_property	epson	0.0789	1.0	0.01
textbook	has_property	empty	0.0789	0.9015	0.0006
textbook	has_property	ejected	0.0789	0.883	0.0004
textbook	has_property	ego	0.0789	0.8827	0.0023
textbook	has_trait	sweet	0.0789	0.9011	0.0003
textbook	has_trait	irresponsible	0.0789	0.7796	0.002
mountain gorilla	turn	yellow	0.0789	0.8893	0.0002
firework	has_property	use	0.0789	0.9446	0.0002
backup	has_property	oscillating	0.0789	0.7667	0.0018
nintendo	has_body_part	eye	0.0789	0.9429	0.0005
metformin	turn	yellow	0.0789	0.8893	0.0002
solar panel	has_property	equal	0.0789	0.8998	0.0006
attention deficit hyperactivity disorder	has_property	cal	0.0789	0.9037	0.0008
insect	need	molt	0.0789	0.9374	0.6596
zimbabwean	has_color	white	0.0789	0.9376	0.0001
face mask	has_property	sir lank	0.0789	0.8681	0.0027
start	has_property	teething	0.0789	0.8196	0.0052
beta particle	turn	yellow	0.0789	0.8893	0.0002
iodin	can	snake	0.0789	0.8432	0.0052
hack	pay	ltd	0.0789	0.9125	0.0026
art	be found in	human society	0.0789	0.8452	1.0
red light	feel	good	0.0789	0.9543	0.0005
freezer	pay	ltd	0.0789	0.9125	0.0026
urea	can	do	0.0789	0.9192	0.0001
rabbit	cover up	holes	0.0789	0.7658	1.0
canada	be effected	by the war of 1812	0.0789	0.8976	1.0
photo	has_property	de	0.0789	0.8972	0.0034
system	listen on	port 80	0.0789	0.6931	0.6824
apple	has_property	hit	0.0789	0.8342	0.0009
boyfriend	stop	testing	0.0789	0.8748	0.0492
auburn	have	aw	0.0789	0.8669	0.0191
kidney	has_property	upside down	0.0789	0.942	0.0011
abbreviation	has_property	types	0.0789	0.9109	0.0003
herat	speak	english	0.0789	0.9313	0.0011
magistrate	make	money	0.0789	0.945	0.0001
koala	have	big ears	0.0789	0.8987	0.0031
hitter	turn	yellow	0.0789	0.8893	0.0002
economic rent	be important to	manager	0.0789	0.8994	0.1872
pvc	has_property	case	0.0789	0.8851	0.0006
parasite	keep	coming back	0.0789	0.9302	0.0014
american	participate	in civic organizations more frequently than do citizens of other countries	0.0789	0.7805	1.0
night owl	has_property	movie	0.0789	0.9408	0.0008
pelew	gain	weight	0.0789	0.9232	0.0014
degree	be in	sociology	0.0789	0.8972	0.0706
erythrocyte	gain	weight	0.0789	0.9232	0.0014
washington monument	be built in	two phases	0.0789	0.8436	1.0
shia	reject	bias	0.0789	0.7395	1.0
upton sinclair	have	tlc	0.0789	0.7868	0.0279
upton sinclair	have	dvd	0.0789	0.9023	0.0234
upton sinclair	have	dad	0.0789	0.8728	0.0108
cabbage	die	then	0.0789	0.9054	0.2781
virus	can	key	0.0789	0.8108	0.0062
palm tree	survive	tsunamis	0.0789	0.8687	0.3701
beryllium	can become	positive ion	0.0789	0.8093	1.0
animal	be under	threat	0.0789	0.8737	0.0065
thing	suddenly taste	different	0.0789	0.8893	0.0899
full moon	has_property	ibm	0.0789	0.9122	0.0004
full moon	has_property	mr	0.0789	0.9501	0.0002
full moon	has_property	ireland	0.0789	0.9613	0.0004
full moon	has_property	ipod	0.0789	0.9056	0.0135
camp	has_property	hg	0.0789	0.7931	0.0006
us	ban	taping	0.0789	0.7613	0.085
headphone	just stopped	working	0.0789	0.9403	0.2694
computer	shut	down	0.0789	0.9026	0.0142
surfer	love	physicists	0.0789	0.6048	1.0
start	has_property	lagging	0.0789	0.8358	0.0022
chipotle	can	twitch	0.0789	0.8372	0.0002
genitals	has_property	darker	0.0789	0.8792	0.0062
mother	reject	puppies	0.0789	0.8327	1.0
crystal	cause	vertigo	0.0789	0.8001	0.1896
greece	come out first in	olympics	0.0789	0.8313	1.0
quality	add	value	0.0789	0.9067	0.0109
business	keep	accounts	0.0789	0.7695	1.0
tiger	kill	leopards	0.0789	0.8459	0.043
object-oriented programming language	has_property	abstract	0.0789	0.824	0.0027
picture	be from	space of satellites	0.0789	0.8813	1.0
marine turtle	turn	yellow	0.0789	0.8893	0.0002
ion	get into	cell	0.0789	0.9257	0.027
capital	has_movement	ahead	0.0789	0.8973	0.0001
lawyer	sign	emails	0.0789	0.776	1.0
cone	allow	see	0.0789	0.8079	0.3236
anil	have	good bbc	0.0789	0.9369	0.0024
newborn	be prone to	heat loss	0.0789	0.793	0.3711
mac	has_property	not	0.0789	0.935	0.0002
operator	wear	flannel	0.0789	0.8359	0.0327
blood type	be inherited in	humans	0.0789	0.8637	0.4747
stream	has_property	kong	0.0789	0.9167	0.017
stream	has_property	itching	0.0789	0.8165	0.0007
stream	has_property	ignoring	0.0789	0.8575	0.0008
ginger	has_property	ignite	0.0789	0.8278	0.001
sickle-cell disease	turn	yellow	0.0789	0.8893	0.0002
cumin seed	increase	blood pressure	0.0789	0.9485	0.0078
percentage	bite	size	0.0789	0.928	0.0398
cooperative	has_property	important in agriculture	0.0789	0.9699	0.0077
skyscraper	can	names	0.0789	0.8559	0.0025
lichtenstein	can	paint	0.0789	0.8389	0.0068
schnauzer	lay	eggs	0.0789	0.9494	0.0004
apple	has_property	crispy	0.0789	0.8826	0.0078
camp	has_property	ionized	0.0789	0.812	0.0027
camp	has_property	wac	0.0789	0.8679	0.0011
camp	has_property	wynncraft	0.0789	1.0	0.0027
camp	has_property	unlocked	0.0789	0.8605	0.0019
deer	pay	ltd	0.0789	0.9125	0.0026
human being	seek	revenge	0.0789	0.8291	0.0377
homo	eff	ham	0.0789	0.7108	0.0706
lin	be	200	0.0789	1.0	0.3213
riot	remove	spear shown	0.0789	0.676	1.0
crude oil	has_property	made	0.0789	0.9389	0.0
dwarf	speak	scottish	0.0789	0.7731	0.5984
peptide	turn	yellow	0.0788	0.8893	0.0002
dracula	have	gt	0.0788	0.8857	0.0109
dracula	have	tn	0.0788	0.877	0.0043
dracula	have	tm	0.0788	0.8649	0.0049
dracula	have	tl	0.0788	0.8511	0.0063
dracula	have	td	0.0788	0.8964	0.0048
dracula	have	tc	0.0788	0.9015	0.0046
dracula	have	mw	0.0788	0.9353	0.0082
dracula	have	mt	0.0788	0.9028	0.0067
dracula	have	mn	0.0788	0.9087	0.0065
dracula	have	mm	0.0788	0.8882	0.0061
dracula	have	ml	0.0788	0.9098	0.0056
dracula	have	mk	0.0788	0.8449	0.0058
dracula	have	mg	0.0788	0.9285	0.0057
dracula	have	mph	0.0788	0.9187	0.0054
dracula	have	md	0.0788	0.9287	0.0059
dracula	have	mb	0.0788	0.9312	0.0095
dracula	have	ix	0.0788	0.9234	0.0065
dracula	have	iq	0.0788	0.8815	0.0054
dracula	have	io	0.0788	0.8473	0.0076
dracula	have	gt	0.0788	0.8857	0.0109
dracula	have	gp	0.0788	0.8981	0.0158
dracula	have	gp	0.0788	0.8981	0.0158
dracula	have	gt	0.0788	0.8857	0.0109
dracula	have	tc	0.0788	0.9015	0.0046
dracula	have	tb	0.0788	0.8847	0.0045
dracula	have	mw	0.0788	0.9353	0.0082
dracula	have	mt	0.0788	0.9028	0.0067
dracula	have	mn	0.0788	0.9087	0.0065
dracula	have	mm	0.0788	0.8882	0.0061
dracula	have	ml	0.0788	0.9098	0.0056
dracula	have	mk	0.0788	0.8449	0.0058
dracula	have	mph	0.0788	0.9187	0.0054
dracula	have	tn	0.0788	0.877	0.0043
dracula	have	tm	0.0788	0.8649	0.0049
dracula	have	tl	0.0788	0.8511	0.0063
dracula	have	td	0.0788	0.8964	0.0048
silica gel	has_property	in shoes	0.0788	0.9501	0.038
tattoo	go	itchy	0.0788	0.9028	0.4912
cloud	be along	front	0.0788	0.8622	1.0
squat	has_property	going	0.0788	0.8782	0.0025
living thing	study	effect of acid rain	0.0788	0.7821	1.0
cornea	turn	yellow	0.0788	0.8893	0.0002
police dog	have	titanium teeth	0.0788	0.809	0.4995
college	allow	drinking	0.0788	0.7991	1.0
zimbabwe	have	pi	0.0788	0.9093	0.0144
tablet	can	square	0.0788	0.8749	0.0011
start	has_property	oozing	0.0788	0.819	0.0306
nitrate	gain	weight	0.0788	0.9232	0.0014
reflex	need	fast	0.0788	0.8995	0.1302
house cat	pay	ltd	0.0788	0.9125	0.0026
deciduous tree	survive winter	photosynthesizing	0.0788	0.9014	1.0
drug addict	steal	copper	0.0788	0.8217	0.4351
state	set	qualifications for voting	0.0788	0.6791	1.0
o'brien	say	the party seeks power	0.0788	0.723	1.0
audience	throw	tomatoes	0.0788	0.7713	1.0
salmonella	CAN	can spread	0.0788	0.9563	0.0546
capricorn	give	silent treatment	0.0788	0.8174	0.0267
groundhog	can	communicate	0.0788	0.8904	0.0008
company	outsource	human resources	0.0788	0.7755	1.0
windmill	go	anti clockwise	0.0788	0.9023	0.1335
halide	has_movement	slow	0.0788	0.9157	0.0002
halide	has_movement	slow	0.0788	0.9157	0.0002
dat	has_property	layer	0.0788	0.8854	0.002
moisturizer	turn	brown	0.0788	0.9427	0.0005
creon	forbid	anyone to bury polyneices	0.0788	0.6832	1.0
significant figure	has_property	value	0.0788	0.9406	0.0016
ruth	has_place	up	0.0788	0.9414	0.0001
virga	has_property	trustworthy	0.0788	0.8293	0.046
virga	has_trait	opinionated	0.0788	0.6897	0.202
virga	has_property	tquk	0.0788	1.0	0.0005
virga	has_property	ionic	0.0788	0.8997	0.0004
virga	has_property	ignores	0.0788	0.8111	0.0023
virga	has_property	identical	0.0788	0.8947	0.0005
virga	has_property	artist	0.0788	0.8701	0.0154
virga	has_trait	outspoken	0.0788	0.6897	0.1071
apple	has_property	jet	0.0788	0.8835	0.0018
apple	has_property	ivy	0.0788	0.9136	0.0004
cell phone	have	multiple cameras	0.0788	0.892	0.1264
hawaiian	oppose	tnt	0.0788	0.8539	1.0
hawaiian	pay	ltd	0.0788	0.9125	0.0026
hypertensive	turn	yellow	0.0788	0.8893	0.0002
ngu	has_property	serve	0.0788	0.8619	0.2496
egg yolk	has_property	rpm	0.0788	0.9206	0.0005
share	trade below	book value	0.0788	0.7598	0.205
miller	mix	varieties	0.0788	0.7742	1.0
group	go secret on	facebook	0.0788	0.8652	1.0
coral	celebrate	easter	0.0788	0.9057	0.0018
england	have	wc	0.0788	0.8874	0.0064
england	have	ax	0.0788	0.8924	0.0071
solon	celebrate	easter	0.0788	0.9057	0.0018
winston churchill	have	pi	0.0788	0.9093	0.0144
electrolyte	has_property	bi	0.0788	0.8695	0.0012
dat	has_property	agent	0.0788	0.9022	0.0016
shia	keep stone	praying	0.0788	0.7394	1.0
carat	lay	eggs	0.0788	0.9494	0.0004
transitive verb	has_property	dr	0.0788	0.9153	0.0004
roman numeral	has_property	identified	0.0788	0.92	0.0005
blogger	gain	weight	0.0788	0.9232	0.0014
token	has_property	lying	0.0788	0.8089	0.001
token	has_property	eat	0.0788	0.8826	0.0017
ceratopetalum	can	work	0.0788	0.9072	0.0
aporocactus	can	work	0.0788	0.9072	0.0
doronicum	can	work	0.0788	0.9072	0.0
rattlebox	can	work	0.0788	0.9072	0.0
anemonella	can	work	0.0788	0.9072	0.0
myrsine	can	work	0.0788	0.9072	0.0
asphodeline	can	work	0.0788	0.9072	0.0
marsilea	can	work	0.0788	0.9072	0.0
leycesteria	can	work	0.0788	0.9072	0.0
bombax	can	work	0.0788	0.9072	0.0
schizophragma	can	work	0.0788	0.9072	0.0
polemonium	can	work	0.0788	0.9072	0.0
coniogramme	can	work	0.0788	0.9072	0.0
acokanthera	can	work	0.0788	0.9072	0.0
helleborine	can	work	0.0788	0.9072	0.0
ozothamnus	can	work	0.0788	0.9072	0.0
ceratozamia	can	work	0.0788	0.9072	0.0
zigadenus	can	work	0.0788	0.9072	0.0
loasa	can	work	0.0788	0.9072	0.0
nephrolepis	can	work	0.0788	0.9072	0.0
stenotus	can	work	0.0788	0.9072	0.0
ozothamnus	can	work	0.0788	0.9072	0.0
ceratozamia	can	work	0.0788	0.9072	0.0
zigadenus	can	work	0.0788	0.9072	0.0
loasa	can	work	0.0788	0.9072	0.0
nephrolepis	can	work	0.0788	0.9072	0.0
stenotus	can	work	0.0788	0.9072	0.0
parrotiopsis	can	work	0.0788	0.9072	0.0
dichondra	can	spread	0.0788	0.8878	0.0005
arctotis	can	work	0.0788	0.9072	0.0
eriophyllum	can	work	0.0788	0.9072	0.0
caryota	can	work	0.0788	0.9072	0.0
scilla	can	spread	0.0788	0.8878	0.0005
broussonetia	can	work	0.0788	0.9072	0.0
blandfordia	can	work	0.0788	0.9072	0.0
globeflower	can	work	0.0788	0.9072	0.0
sisyrinchium	can	work	0.0788	0.9072	0.0
blechnum	can	work	0.0788	0.9072	0.0
acrocomia	can	work	0.0788	0.9072	0.0
frogbit	can	reproduce	0.0788	0.9114	0.0002
smyrnium	can	work	0.0788	0.9072	0.0
scindapsus	can	work	0.0788	0.9072	0.0
machaeranthera	can	work	0.0788	0.9072	0.0
stenocarpus	can	die	0.0788	0.8892	0.0001
dennstaedtia	can	work	0.0788	0.9072	0.0
hoheria	can	work	0.0788	0.9072	0.0
schomburgkia	can	work	0.0788	0.9072	0.0
sphaeralcea	can	work	0.0788	0.9072	0.0
calandrinia	can	work	0.0788	0.9072	0.0
athyrium	can	work	0.0788	0.9072	0.0
libocedrus	can	work	0.0788	0.9072	0.0
lung	get	swollen	0.0788	0.8703	0.0036
slug	enter	homes	0.0788	0.8611	0.011
video	need	render	0.0788	0.7569	1.0
pregnancy test	say	2-3 weeks	0.0788	0.8633	1.0
chinchilla	gain	weight	0.0788	0.9232	0.0014
pyramid	have	triangular shape	0.0788	0.8075	0.7467
gape	has_color	olives	0.0788	0.8561	0.0157
gape	has_property	vegetables	0.0788	0.8938	0.0044
apple	has_property	pan	0.0788	0.9077	0.0005
wrestler	keep	track of match time in the ring	0.0788	0.7899	1.0
iphone	be better than	android quota	0.0788	0.8813	0.6797
titanium	can	used in nuclear reactors	0.0788	0.9654	1.0
couch	pay	ltd	0.0788	0.9125	0.0026
viper	has_property	offline	0.0788	0.889	0.001
shrimp	get	parasites	0.0788	0.863	0.047
difference	has_property	gpa	0.0788	0.9281	0.0004
gallstone	has_property	mk	0.0788	0.8449	0.0017
gallstone	has_property	mfa	0.0788	1.0	0.0003
gallstone	has_property	fqdn	0.0788	1.0	0.0003
gallstone	has_property	fed	0.0788	0.9084	0.0008
gallstone	has_property	fm	0.0788	0.9428	0.0003
gallstone	has_property	drunk	0.0788	0.858	0.0028
gallstone	has_property	cycling	0.0788	0.868	0.0006
gallstone	has_property	cbc	0.0788	0.7997	0.0002
gallstone	has_property	closed	0.0788	0.9493	0.0003
gallstone	has_property	cpi	0.0788	0.9154	0.0003
gallstone	has_property	cdt	0.0788	0.802	0.0058
gallstone	has_trait	fixed	0.0788	0.853	0.0019
perfect	has_trait	tense	0.0788	0.8923	0.0284
cleanser	turn	brown	0.0788	0.9427	0.0005
flix	be illegal in	uk	0.0788	0.9739	0.0006
firm	attempt	grow	0.0788	0.7278	1.0
brit	has_property	la	0.0788	0.9407	0.0003
honey bees	cracked	corn	0.0788	0.7262	1.0
zebra mussel	have	bad eyes	0.0788	0.8987	0.0271
nipple	smell	funny	0.0788	0.8966	0.0102
en	has_property	a no nonsense quartet	0.0788	0.7214	1.0
company	get audited	uk	0.0788	0.7812	1.0
coupon	exclude	milk	0.0788	0.7296	1.0
villager	increase	prices	0.0788	0.856	0.2664
business	need	plans	0.0788	0.8858	1.0
organisation	use	pay grades	0.0788	0.7894	0.5176
converter	has_property	ufa champions league	0.0788	0.9752	0.0529
rosa parks	has_property	iud important	0.0788	0.9638	0.0049
thing	flash	when low on battery	0.0788	0.76	1.0
laxative	turn	yellow	0.0788	0.8893	0.0002
organization	slide	share	0.0788	0.9136	0.005
cost	CAN	can defined	0.0788	0.9598	0.0366
poet	repeat	lines in poems	0.0788	0.7706	1.0
guinean	can	author	0.0788	0.7992	0.0761
modem	can	knell	0.0788	0.7767	0.0508
sun plant	go	extinct	0.0788	0.9184	0.0011
rick	has_property	lyle	0.0788	1.0	1.0
soldier	be important to	society	0.0788	0.9675	0.0021
macau	lay	eggs	0.0788	0.9494	0.0004
dat	has_property	nyc	0.0788	0.9525	0.0004
gluten-free diet	have	good bbc	0.0788	0.9369	0.0024
web hosting service	has_property	pay ltd	0.0788	0.9125	0.0022
india	have	gdp	0.0788	0.8891	0.0076
maginot	lay	eggs	0.0788	0.9494	0.0004
neurotransmitter	travel through	body	0.0788	0.98	0.0744
hawk	can	hear	0.0788	0.8942	0.0018
sweet	hurt	sensitive teeth	0.0788	0.8717	1.0
sneezing	can	squeak	0.0788	0.8329	0.0003
oregon	have	bc	0.0788	0.8906	0.0051
kidney	be essential	maintaining	0.0788	0.9061	0.2655
alexander hamilton	have	wife	0.0788	0.8842	0.0023
staple	has_property	cambrian	0.0788	1.0	0.0022
rya	turn	yellow	0.0788	0.8893	0.0002
politics	can play role in	corrections	0.0788	0.8201	1.0
pineapple juice	increase	blood pressure	0.0788	0.9485	0.0078
hospital	push	flu shots	0.0788	0.9266	1.0
bookmark	stop	working	0.0788	0.8813	0.0007
lobster	gain	weight	0.0788	0.9232	0.0014
adult	has_property	aquarius	0.0788	1.0	0.0004
toast	had	habit	0.0788	0.907	0.2476
dead sea scrolls	has_property	upside down	0.0788	0.942	0.0011
dog	need	omega 3	0.0788	0.9049	0.24
ruin	need	covered	0.0788	0.8575	0.3101
compound	can	prepared from 3 3-dimethyl-1-butene	0.0788	0.7929	1.0
scooter	be over	all riverside	0.0788	0.793	1.0
china	be banned from	facebook	0.0788	0.8148	1.0
developing country	produce inside	ppm	0.0788	0.8376	0.4533
sot	run	escape	0.0788	0.9177	0.0164
airdrop	has_property	queued	0.0788	0.8382	0.0049
headrace	avoid	pregnancy	0.0788	0.8921	0.0151
mountain lion	pay	ltd	0.0788	0.9125	0.0026
sponger	turn	black	0.0788	0.9018	0.0004
flush toilet	turn	yellow	0.0788	0.8893	0.0002
shed	can	mint	0.0788	0.8057	0.026
fighter	eat	oatmeal	0.0788	0.8365	0.0475
barn owl	has_property	twitter	0.0788	0.9413	0.0004
barn owl	has_property	play	0.0788	0.9471	0.0022
pup	can	cap	0.0788	0.8578	0.0022
cursor	pay	ltd	0.0788	0.9125	0.0026
cooperation	has_property	needed	0.0788	0.9164	0.0005
validation	can	switch	0.0788	0.8655	0.0012
lama	lay	eggs	0.0788	0.9494	0.0004
space shuttle	has_property	eastern	0.0788	0.9307	0.388
tutu	can	air	0.0788	0.8536	0.0004
andrew johnson	have	plan	0.0788	0.8621	0.0552
andrew johnson	have	fl	0.0788	0.8959	0.0244
bengal	lay	eggs	0.0788	0.9494	0.0004
dictator	can	think	0.0788	0.897	0.0023
color	has_property	dire	0.0788	0.7577	0.0012
computer	can	rigs	0.0788	0.8583	0.0113
refugee	can	work	0.0788	0.9072	0.0
register	has_property	use	0.0788	0.9446	0.0002
phenol	has_property	ads	0.0788	0.957	0.0003
difference	has_property	fp1	0.0788	1.0	0.0392
orthodontist	turn	yellow	0.0788	0.8893	0.0002
daimon	has_property	use	0.0788	0.9446	0.0002
drinking glass	smell like	wet dog	0.0788	0.879	0.0375
sick	has_diet	vegan	0.0788	0.9111	0.0001
cosmic microwave background radiation	has_property	squared	0.0788	0.8551	0.0003
cosmic microwave background radiation	has_property	sealed	0.0788	0.89	0.0089
cosmic microwave background radiation	has_property	safety	0.0788	0.8427	0.0511
